total_time,round_number,boosting_type,class_weight,colsample_bytree,importance_type,learning_rate,max_depth,min_child_samples,min_child_weight,min_split_gain,n_estimators,n_jobs,num_leaves,objective,random_state,reg_alpha,reg_lambda,silent,subsample,subsample_for_bin,subsample_freq,feature_fraction,seed,correlation,corr_sharpe,corr_mean,corr_std,max_drawdown,feature_exposure,max_feature_exposure
94.4489,260,gbdt,,1,split,0.402,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.258,42,0.0148,0.7856,0.015,0.019,-0.0479,0.0454,0.2037
583.6501,260,gbdt,,1,split,0.187,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.418,42,0.0129,0.4824,0.0131,0.0272,-0.0809,0.057,0.2519
29.0886,260,gbdt,,1,split,0.218,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.176,42,0.0217,0.9217,0.0221,0.024,-0.0654,0.0809,0.2457
70.1969,260,gbdt,,1,split,0.314,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.21,42,0.0183,0.8245,0.0186,0.0226,-0.0513,0.0513,0.207
166.9228,260,gbdt,,1,split,0.473,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.106,42,0.0114,0.4761,0.0116,0.0243,-0.0689,0.0482,0.2111
22.0791,260,gbdt,,1,split,0.384,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.002,42,0.0146,0.5324,0.0153,0.0287,-0.0673,0.1241,0.3
102.4453,260,gbdt,,1,split,0.025,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.282,42,0.0236,0.8967,0.024,0.0268,-0.0653,0.0873,0.2669
168.3351,260,gbdt,,1,split,0.248,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.068,42,0.0146,0.6085,0.0147,0.0242,-0.0716,0.0548,0.2425
39.5143,260,gbdt,,1,split,0.062,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.32,42,0.0213,0.7122,0.0219,0.0307,-0.0956,0.1058,0.2895
85.5631,260,gbdt,,1,split,0.348,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.29,42,0.0176,0.8629,0.0179,0.0207,-0.058,0.0491,0.2084
505.5083,260,gbdt,,1,split,0.308,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.45,42,0.0109,0.4379,0.0111,0.0254,-0.0732,0.0499,0.2195
31.1929,260,gbdt,,1,split,0.23,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.09,42,0.0205,0.8961,0.0209,0.0233,-0.0494,0.0687,0.2366
105.1958,260,gbdt,,1,split,0.223,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.31,42,0.0195,0.8677,0.0198,0.0228,-0.0455,0.0529,0.2362
260.8575,260,gbdt,,1,split,0.301,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.15,42,0.0135,0.5274,0.0134,0.0254,-0.0553,0.0542,0.2401
30.9309,260,gbdt,,1,split,0.154,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.24,42,0.0198,0.7467,0.0203,0.0271,-0.0807,0.0887,0.2504
68.4953,260,gbdt,,1,split,0.082,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.2,42,0.0241,0.9218,0.0246,0.0266,-0.0634,0.0756,0.2473
311.891,260,gbdt,,1,split,0.128,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.25,42,0.017,0.8172,0.0174,0.0213,-0.0427,0.0545,0.2403
42.3951,260,gbdt,,1,split,0.478,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.43,42,0.0144,0.7732,0.0145,0.0188,-0.0202,0.0458,0.1928
133.8973,260,gbdt,,1,split,0.124,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.43,42,0.0184,0.7808,0.0188,0.0241,-0.0525,0.0578,0.2431
120.9305,260,gbdt,,1,split,0.407,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.03,42,0.0127,0.575,0.0128,0.0223,-0.0551,0.0524,0.222
33.0992,260,gbdt,,1,split,0.093,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.29,42,0.0221,0.8185,0.0226,0.0276,-0.0833,0.0998,0.2587
97.726,260,gbdt,,1,split,0.443,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.36,42,0.0124,0.5693,0.0127,0.0223,-0.0606,0.0488,0.2042
439.4334,260,gbdt,,1,split,0.178,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.39,42,0.0154,0.6626,0.0157,0.0237,-0.0631,0.053,0.234
41.5597,260,gbdt,,1,split,0.241,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.4,42,0.0211,0.8792,0.0215,0.0245,-0.0418,0.0626,0.2177
71.2233,260,gbdt,,1,split,0.251,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.17,42,0.0133,0.5428,0.0135,0.0249,-0.071,0.0516,0.225
535.7327,260,gbdt,,1,split,0.357,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.39,42,0.0094,0.3813,0.0094,0.0247,-0.0554,0.0557,0.2508
22.9291,260,gbdt,,1,split,0.18,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.05,42,0.0199,0.7699,0.0205,0.0266,-0.0875,0.0945,0.2381
56.0486,260,gbdt,,1,split,0.028,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.14,42,0.0218,0.7881,0.0223,0.0283,-0.0874,0.0981,0.2659
458.1683,260,gbdt,,1,split,0.235,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.41,42,0.0151,0.6617,0.0154,0.0232,-0.061,0.0521,0.2318
40.9076,260,gbdt,,1,split,0.293,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.41,42,0.0192,0.8724,0.0195,0.0223,-0.0281,0.0574,0.2165
109.9107,260,gbdt,,1,split,0.373,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.32,42,0.0162,0.693,0.0163,0.0236,-0.0531,0.0466,0.2025
365.8511,260,gbdt,,1,split,0.211,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.24,42,0.0113,0.4551,0.0114,0.0251,-0.0898,0.0592,0.2548
23.2693,260,gbdt,,1,split,0.064,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.03,42,0.0163,0.5462,0.017,0.0312,-0.0856,0.122,0.2671
77.5064,260,gbdt,,1,split,0.264,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.26,42,0.0167,0.7954,0.0171,0.0216,-0.0739,0.0544,0.2242
539.4382,260,gbdt,,1,split,0.042,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.49,42,0.0203,0.8668,0.0208,0.0239,-0.0465,0.0619,0.2463
31.9653,260,gbdt,,1,split,0.496,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.21,42,0.0189,0.7786,0.0191,0.0246,-0.0308,0.0467,0.183
97.8259,260,gbdt,,1,split,0.018,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.27,42,0.0242,0.9085,0.0248,0.0273,-0.0721,0.0931,0.2653
335.5544,260,gbdt,,1,split,0.478,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.21,42,0.0125,0.5462,0.0126,0.0231,-0.0473,0.0544,0.2339
33.1604,260,gbdt,,1,split,0.063,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.3,42,0.0217,0.7399,0.0223,0.0301,-0.0883,0.1052,0.2879
60.2269,260,gbdt,,1,split,0.225,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.17,42,0.0193,0.8422,0.0196,0.0232,-0.0474,0.0567,0.2339
412.9672,260,gbdt,,1,split,0.137,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.36,42,0.0177,0.7573,0.0181,0.0239,-0.058,0.0535,0.2377
30.5901,260,gbdt,,1,split,0.358,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.19,42,0.0161,0.7694,0.0165,0.0214,-0.0566,0.0546,0.195
82.8369,260,gbdt,,1,split,0.377,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.22,42,0.0142,0.7655,0.0145,0.019,-0.0448,0.0479,0.205
472.3995,260,gbdt,,1,split,0.394,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.33,42,0.0133,0.5167,0.0136,0.0264,-0.0624,0.0554,0.2392
37.9093,260,gbdt,,1,split,0.024,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.4,42,0.0207,0.6838,0.0213,0.0312,-0.0826,0.1101,0.3056
57.3209,260,gbdt,,1,split,0.147,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.15,42,0.0228,1.0013,0.0231,0.0231,-0.0493,0.0657,0.2402
188.8106,260,gbdt,,1,split,0.063,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.12,42,0.0199,0.8532,0.0203,0.0238,-0.0467,0.0613,0.2494
25.7714,260,gbdt,,1,split,0.127,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.09,42,0.0243,0.9255,0.0247,0.0267,-0.0746,0.0851,0.2411
48.713,260,gbdt,,1,split,0.481,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.07,42,0.0151,0.728,0.0154,0.0211,-0.048,0.0408,0.1846
153.9239,260,gbdt,,1,split,0.371,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.06,42,0.0106,0.5162,0.0108,0.021,-0.0688,0.0537,0.2312
31.0464,260,gbdt,,1,split,0.087,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.25,42,0.0211,0.7391,0.0217,0.0293,-0.0782,0.0989,0.2827
103.3139,260,gbdt,,1,split,0.15,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.39,42,0.0199,0.8529,0.0203,0.0238,-0.0389,0.0636,0.2356
516.0989,260,gbdt,,1,split,0.42,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.46,42,0.0104,0.4677,0.0105,0.0225,-0.0503,0.0512,0.2169
28.5185,260,gbdt,,1,split,0.407,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.08,42,0.0198,0.8827,0.0201,0.0228,-0.065,0.056,0.1996
116.4003,260,gbdt,,1,split,0.319,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.36,42,0.0145,0.6687,0.0149,0.0223,-0.051,0.05,0.2259
121.5615,260,gbdt,,1,split,0.355,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.03,42,0.015,0.7713,0.0151,0.0196,-0.0379,0.0492,0.2201
27.4459,260,gbdt,,1,split,0.125,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.15,42,0.0208,0.7436,0.0213,0.0286,-0.0846,0.0954,0.2581
98.8268,260,gbdt,,1,split,0.47,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.37,42,0.0169,0.9041,0.017,0.0188,-0.0306,0.0471,0.2077
366.0572,260,gbdt,,1,split,0.168,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.31,42,0.0185,0.8102,0.0188,0.0233,-0.055,0.0512,0.2338
42.9267,260,gbdt,,1,split,0.305,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.43,42,0.0199,0.866,0.02,0.0231,-0.0556,0.0558,0.2141
49.3035,260,gbdt,,1,split,0.403,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.08,42,0.0138,0.7134,0.014,0.0196,-0.0596,0.0443,0.1944
142.5352,260,gbdt,,1,split,0.045,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.05,42,0.0206,0.8182,0.021,0.0256,-0.0611,0.0633,0.2628
29.2639,260,gbdt,,1,split,0.08,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.2,42,0.0213,0.751,0.0218,0.029,-0.0855,0.1023,0.2772
50.5569,260,gbdt,,1,split,0.412,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0182,0.8397,0.0184,0.0219,-0.0613,0.0489,0.2076
346.1721,260,gbdt,,1,split,0.393,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.29,42,0.0142,0.7504,0.0145,0.0194,-0.0333,0.0531,0.2237
21.8676,260,gbdt,,1,split,0.104,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0155,0.5664,0.0162,0.0286,-0.0711,0.1179,0.2702
65.3773,260,gbdt,,1,split,0.093,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.14,42,0.021,0.8584,0.0213,0.0248,-0.0536,0.0649,0.2467
656.7986,260,gbdt,,1,split,0.025,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.48,42,0.0221,0.8685,0.0225,0.026,-0.0525,0.0627,0.2626
39.0334,260,gbdt,,1,split,0.296,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.43,42,0.022,0.901,0.0225,0.0249,-0.0814,0.0702,0.2292
93.5347,260,gbdt,,1,split,0.093,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.33,42,0.0222,0.8945,0.0227,0.0254,-0.0466,0.0718,0.2493
388.363,260,gbdt,,1,split,0.337,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.33,42,0.0122,0.6678,0.0125,0.0187,-0.0518,0.0504,0.2252
30.7234,260,gbdt,,1,split,0.224,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.17,42,0.0215,0.9135,0.0219,0.024,-0.0484,0.0685,0.2315
46.2815,260,gbdt,,1,split,0.079,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.06,42,0.0234,0.8838,0.0236,0.0267,-0.0583,0.0709,0.2419
170.7468,260,gbdt,,1,split,0.141,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.07,42,0.0171,0.7299,0.0174,0.0238,-0.0658,0.0584,0.252
31.6681,260,gbdt,,1,split,0.458,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.27,42,0.0184,0.8131,0.0188,0.0231,-0.0523,0.0598,0.2142
79.5761,260,gbdt,,1,split,0.482,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.26,42,0.0154,0.6996,0.0159,0.0227,-0.0605,0.0446,0.2042
495.6772,260,gbdt,,1,split,0.172,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.44,42,0.0175,0.8487,0.0179,0.021,-0.0576,0.0514,0.2324
37.8847,260,gbdt,,1,split,0.492,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.31,42,0.0163,0.7067,0.0166,0.0235,-0.0782,0.047,0.1843
41.3894,260,gbdt,,1,split,0.283,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.04,42,0.0158,0.756,0.016,0.0211,-0.0401,0.0496,0.2098
239.3898,260,gbdt,,1,split,0.324,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.13,42,0.0102,0.4379,0.0103,0.0234,-0.0624,0.0574,0.245
29.381,260,gbdt,,1,split,0.41,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.19,42,0.0196,0.876,0.0199,0.0227,-0.0549,0.063,0.2104
98.3464,260,gbdt,,1,split,0.321,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.36,42,0.0213,1.0257,0.0216,0.0211,-0.0626,0.0507,0.2121
229.9005,260,gbdt,,1,split,0.203,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.16,42,0.0167,0.6914,0.0171,0.0248,-0.0595,0.0515,0.2288
41.8597,260,gbdt,,1,split,0.498,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.4,42,0.0178,0.9501,0.0181,0.019,-0.0171,0.0477,0.191
134.8033,260,gbdt,,1,split,0.381,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.42,42,0.0146,0.6879,0.0148,0.0214,-0.056,0.0468,0.2089
373.2041,260,gbdt,,1,split,0.224,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.24,42,0.015,0.6418,0.0153,0.0238,-0.047,0.0587,0.2523
22.637,260,gbdt,,1,split,0.245,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0154,0.5798,0.0159,0.0275,-0.0625,0.1018,0.2379
73.093,260,gbdt,,1,split,0.41,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.22,42,0.0148,0.6657,0.0151,0.0227,-0.0831,0.0493,0.2072
506.3232,260,gbdt,,1,split,0.174,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.45,42,0.0173,0.7032,0.0177,0.0252,-0.0742,0.0528,0.234
42.3108,260,gbdt,,1,split,0.361,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.41,42,0.0166,0.7372,0.0169,0.0229,-0.0524,0.0517,0.195
37.3198,260,gbdt,,1,split,0.446,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.02,42,0.0176,0.9138,0.0178,0.0195,-0.0393,0.0438,0.1751
528.6615,260,gbdt,,1,split,0.406,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.37,42,0.0098,0.4317,0.0098,0.0228,-0.0504,0.0568,0.2459
39.4353,260,gbdt,,1,split,0.249,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.45,42,0.0223,0.8925,0.0226,0.0254,-0.0627,0.0733,0.2191
46.8864,260,gbdt,,1,split,0.248,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.09,42,0.0221,1.1256,0.0225,0.02,-0.0314,0.058,0.2244
365.6285,260,gbdt,,1,split,0.413,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.3,42,0.0098,0.409,0.0099,0.0243,-0.0815,0.0502,0.2205
29.4642,260,gbdt,,1,split,0.222,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.15,42,0.0202,0.7987,0.0204,0.0256,-0.0577,0.068,0.2237
40.5951,260,gbdt,,1,split,0.324,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.04,42,0.0198,1.0389,0.0201,0.0193,-0.041,0.0465,0.1957
220.0895,260,gbdt,,1,split,0.411,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0094,0.4005,0.0093,0.0232,-0.0417,0.0557,0.2373
33.8495,260,gbdt,,1,split,0.16,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.31,42,0.0203,0.8455,0.0207,0.0245,-0.0532,0.0875,0.2402
31.1526,260,gbdt,,1,split,0.204,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0197,0.8022,0.02,0.0249,-0.0648,0.0743,0.2106
409.7765,260,gbdt,,1,split,0.129,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.35,42,0.0173,0.7507,0.0176,0.0234,-0.0471,0.0548,0.2404
24.6595,260,gbdt,,1,split,0.308,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.05,42,0.0195,0.8167,0.0199,0.0243,-0.0598,0.0638,0.2089
123.7813,260,gbdt,,1,split,0.136,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.38,42,0.0201,0.8927,0.0205,0.0229,-0.0422,0.058,0.248
300.253,260,gbdt,,1,split,0.322,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.18,42,0.0087,0.4125,0.009,0.0218,-0.0628,0.0541,0.2396
22.745,260,gbdt,,1,split,0.456,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.02,42,0.0187,0.8001,0.0189,0.0236,-0.043,0.0699,0.1907
71.8009,260,gbdt,,1,split,0.351,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.22,42,0.015,0.6498,0.0153,0.0235,-0.0628,0.0491,0.2075
516.9764,260,gbdt,,1,split,0.454,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.46,42,0.0098,0.4242,0.01,0.0235,-0.0555,0.0481,0.2102
24.3577,260,gbdt,,1,split,0.098,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.02,42,0.0188,0.6427,0.0195,0.0303,-0.0955,0.1094,0.242
109.9116,260,gbdt,,1,split,0.368,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.32,42,0.0158,0.7875,0.0162,0.0205,-0.0394,0.0466,0.2122
307.1904,260,gbdt,,1,split,0.336,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.18,42,0.0089,0.3469,0.0091,0.0261,-0.0869,0.0551,0.2376
36.5887,260,gbdt,,1,split,0.396,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.35,42,0.0212,0.9647,0.0216,0.0223,-0.0279,0.0626,0.2026
74.8288,260,gbdt,,1,split,0.249,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.23,42,0.0185,0.7895,0.019,0.0241,-0.0682,0.0552,0.2217
142.2457,260,gbdt,,1,split,0.08,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.07,42,0.021,0.8631,0.0214,0.0248,-0.0711,0.0613,0.2486
38.9628,260,gbdt,,1,split,0.251,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.34,42,0.0203,0.8459,0.0207,0.0245,-0.0503,0.062,0.2216
125.9252,260,gbdt,,1,split,0.49,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.39,42,0.0142,0.6066,0.0143,0.0236,-0.0538,0.0433,0.1892
288.0844,260,gbdt,,1,split,0.395,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.17,42,0.0133,0.5658,0.0134,0.0236,-0.0543,0.0553,0.235
37.5593,260,gbdt,,1,split,0.478,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.34,42,0.0182,0.7978,0.0185,0.0232,-0.0641,0.0603,0.1959
54.3883,260,gbdt,,1,split,0.43,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.13,42,0.0165,0.7193,0.0168,0.0233,-0.0641,0.0478,0.2004
535.5843,260,gbdt,,1,split,0.186,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.48,42,0.0178,0.7358,0.0181,0.0246,-0.0672,0.052,0.2364
34.475,260,gbdt,,1,split,0.11,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.24,42,0.0219,0.8261,0.0223,0.027,-0.0757,0.083,0.2488
50.9167,260,gbdt,,1,split,0.308,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.08,42,0.0126,0.5671,0.0129,0.0228,-0.054,0.0507,0.2131
388.7693,260,gbdt,,1,split,0.394,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.25,42,0.0103,0.4873,0.0104,0.0212,-0.0556,0.0551,0.2382
31.3581,260,gbdt,,1,split,0.133,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.23,42,0.021,0.7664,0.0214,0.028,-0.0771,0.0924,0.2574
123.135,260,gbdt,,1,split,0.124,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.48,42,0.0225,0.9963,0.0229,0.023,-0.0362,0.0651,0.241
208.3228,260,gbdt,,1,split,0.16,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.14,42,0.0179,0.8482,0.0182,0.0215,-0.0478,0.0539,0.2372
37.4062,260,gbdt,,1,split,0.076,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.25,42,0.0235,0.8758,0.024,0.0274,-0.0632,0.0926,0.259
53.6442,260,gbdt,,1,split,0.244,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.09,42,0.0185,0.7967,0.0188,0.0236,-0.0654,0.0513,0.2172
240.9227,260,gbdt,,1,split,0.343,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.13,42,0.0092,0.3956,0.0094,0.0238,-0.0693,0.0561,0.2413
23.5577,260,gbdt,,1,split,0.285,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.05,42,0.0219,0.8489,0.0224,0.0264,-0.0776,0.0804,0.2281
80.7042,260,gbdt,,1,split,0.115,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.26,42,0.0221,0.8739,0.0226,0.0258,-0.0622,0.0695,0.2374
514.4812,260,gbdt,,1,split,0.151,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.45,42,0.0169,0.7293,0.0172,0.0236,-0.0493,0.0533,0.235
32.6661,260,gbdt,,1,split,0.415,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.2,42,0.0185,0.8908,0.0187,0.021,-0.0386,0.0526,0.2039
97.1406,260,gbdt,,1,split,0.267,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.27,42,0.0159,0.7301,0.0162,0.0222,-0.0404,0.0496,0.2133
606.6547,260,gbdt,,1,split,0.366,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.43,42,0.0117,0.4257,0.0117,0.0274,-0.0552,0.0564,0.2445
24.4444,260,gbdt,,1,split,0.321,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.06,42,0.0213,0.8388,0.0217,0.0259,-0.0559,0.0753,0.2216
60.0127,260,gbdt,,1,split,0.02,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.15,42,0.0219,0.7674,0.0225,0.0293,-0.1016,0.1033,0.2721
493.8674,260,gbdt,,1,split,0.338,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.43,42,0.0165,0.7091,0.0167,0.0235,-0.0494,0.0492,0.2215
23.1803,260,gbdt,,1,split,0.428,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0154,0.6395,0.0159,0.0249,-0.0473,0.0734,0.2058
127.9279,260,gbdt,,1,split,0.04,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.38,42,0.025,1.0124,0.0254,0.0251,-0.0564,0.0771,0.2627
147.9684,260,gbdt,,1,split,0.182,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.05,42,0.0154,0.6619,0.0157,0.0238,-0.0532,0.0579,0.246
23.1538,260,gbdt,,1,split,0.152,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.03,42,0.019,0.66,0.0196,0.0297,-0.0843,0.1007,0.2542
101.1103,260,gbdt,,1,split,0.187,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.36,42,0.0188,0.8305,0.0192,0.0231,-0.0496,0.0604,0.2336
