total_time,round_number,boosting_type,class_weight,colsample_bytree,importance_type,learning_rate,max_depth,min_child_samples,min_child_weight,min_split_gain,n_estimators,n_jobs,num_leaves,objective,random_state,reg_alpha,reg_lambda,silent,subsample,subsample_for_bin,subsample_freq,feature_fraction,seed,correlation,corr_sharpe,corr_mean,corr_std,max_drawdown,feature_exposure,max_feature_exposure
145.345,260,gbdt,,1,split,0.031,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0229,0.9005,0.0234,0.0259,-0.0626,0.0704,0.2617
146.1799,260,gbdt,,1,split,0.031,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.0241,0.9629,0.0245,0.0255,-0.044,0.0697,0.2676
153.7929,260,gbdt,,1,split,0.031,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0234,0.9091,0.0238,0.0261,-0.0567,0.0693,0.2588
153.3222,260,gbdt,,1,split,0.031,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.0243,0.9603,0.0247,0.0257,-0.0433,0.0696,0.2633
139.3261,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.025,1.0095,0.0254,0.0252,-0.0442,0.0695,0.2625
144.6013,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0235,0.9073,0.0239,0.0264,-0.0546,0.0698,0.2602
146.7038,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.0236,0.9211,0.0241,0.0261,-0.0561,0.0684,0.2607
152.1479,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0243,0.9755,0.0246,0.0253,-0.0552,0.0697,0.261
154.1007,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.0243,0.9593,0.0247,0.0258,-0.0445,0.0698,0.2645
141.7014,260,gbdt,,1,split,0.033,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0238,0.9767,0.0243,0.0248,-0.0509,0.0698,0.266
144.8423,260,gbdt,,1,split,0.033,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.023,0.8869,0.0234,0.0264,-0.0514,0.0689,0.2636
143.1526,260,gbdt,,1,split,0.033,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.0239,0.9813,0.0243,0.0248,-0.0456,0.0687,0.2582
152.3352,260,gbdt,,1,split,0.033,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0234,0.9011,0.0238,0.0264,-0.0612,0.069,0.2594
153.5618,260,gbdt,,1,split,0.033,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.0248,0.9809,0.0252,0.0257,-0.0467,0.0679,0.2561
165.1122,260,gbdt,,1,split,0.024,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0246,0.9473,0.025,0.0264,-0.0564,0.0702,0.2803
169.6495,260,gbdt,,1,split,0.024,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0227,0.9148,0.0231,0.0253,-0.0468,0.0696,0.2804
171.0761,260,gbdt,,1,split,0.024,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.0239,0.9477,0.0244,0.0258,-0.0533,0.0699,0.2822
180.1259,260,gbdt,,1,split,0.024,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0238,0.9127,0.0242,0.0265,-0.0538,0.0691,0.2783
182.9216,260,gbdt,,1,split,0.024,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.0252,0.9981,0.0256,0.0257,-0.0374,0.0698,0.2787
162.5796,260,gbdt,,1,split,0.025,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0232,0.8939,0.0237,0.0265,-0.0494,0.0696,0.2798
164.6673,260,gbdt,,1,split,0.025,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0241,0.9219,0.0245,0.0266,-0.0509,0.0699,0.2828
166.6224,260,gbdt,,1,split,0.025,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.023,0.9349,0.0234,0.0251,-0.0489,0.0694,0.2803
180.237,260,gbdt,,1,split,0.025,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.023,0.8811,0.0235,0.0266,-0.0591,0.0694,0.2814
183.8371,260,gbdt,,1,split,0.025,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.023,0.9018,0.0234,0.026,-0.0532,0.0691,0.2793
163.1089,260,gbdt,,1,split,0.026,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0244,0.9504,0.0248,0.0261,-0.0517,0.0689,0.2784
169.2218,260,gbdt,,1,split,0.026,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0226,0.8482,0.0231,0.0273,-0.0559,0.069,0.2819
165.8931,260,gbdt,,1,split,0.026,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.0239,0.9302,0.0243,0.0261,-0.0618,0.0685,0.2796
169.9547,260,gbdt,,1,split,0.026,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0218,0.8686,0.0222,0.0255,-0.0559,0.069,0.2811
172.5239,260,gbdt,,1,split,0.026,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.0224,0.8733,0.0228,0.0262,-0.0594,0.0687,0.2786
157.5108,260,gbdt,,1,split,0.027,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0239,0.8995,0.0243,0.027,-0.0616,0.0685,0.2816
159.4675,260,gbdt,,1,split,0.027,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0223,0.9169,0.0227,0.0248,-0.0435,0.0683,0.2798
157.8676,260,gbdt,,1,split,0.027,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.0231,0.9185,0.0235,0.0256,-0.0515,0.0686,0.2809
164.5667,260,gbdt,,1,split,0.027,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0231,0.8826,0.0235,0.0266,-0.0598,0.0687,0.2767
169.6593,260,gbdt,,1,split,0.027,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.0244,0.9339,0.0248,0.0266,-0.0567,0.0686,0.2793
153.6373,260,gbdt,,1,split,0.028,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.022,0.8575,0.0224,0.0261,-0.0618,0.0682,0.2796
162.8485,260,gbdt,,1,split,0.028,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.021,0.8161,0.0214,0.0262,-0.0545,0.0681,0.2826
159.2528,260,gbdt,,1,split,0.028,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.023,0.8553,0.0235,0.0274,-0.0613,0.0675,0.2802
167.0315,260,gbdt,,1,split,0.028,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0226,0.9094,0.023,0.0253,-0.0561,0.068,0.2815
169.5891,260,gbdt,,1,split,0.028,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.0235,0.8856,0.0239,0.027,-0.0611,0.0677,0.2799
152.423,260,gbdt,,1,split,0.029,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0219,0.8727,0.0223,0.0256,-0.0756,0.0683,0.28
156.9205,260,gbdt,,1,split,0.029,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0218,0.7871,0.0222,0.0282,-0.059,0.0684,0.2835
159.7085,260,gbdt,,1,split,0.029,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.0232,1.0037,0.0237,0.0236,-0.0441,0.0677,0.28
166.8642,260,gbdt,,1,split,0.029,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0241,0.9808,0.0245,0.025,-0.0572,0.0672,0.276
176.6424,260,gbdt,,1,split,0.029,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.0239,0.9162,0.0243,0.0265,-0.0576,0.0674,0.2788
163.7331,260,gbdt,,1,split,0.03,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0222,0.8206,0.0227,0.0277,-0.0711,0.0677,0.2819
167.1785,260,gbdt,,1,split,0.03,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0231,0.8778,0.0235,0.0268,-0.0479,0.068,0.2838
169.8801,260,gbdt,,1,split,0.03,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.0225,0.9196,0.023,0.025,-0.0464,0.0669,0.2776
173.205,260,gbdt,,1,split,0.03,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0223,0.8678,0.0227,0.0262,-0.0607,0.0673,0.2815
177.6136,260,gbdt,,1,split,0.03,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.0219,0.811,0.0223,0.0275,-0.0721,0.0674,0.2819
155.8498,260,gbdt,,1,split,0.031,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0239,0.8941,0.0244,0.0273,-0.067,0.067,0.2825
168.2138,260,gbdt,,1,split,0.031,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0208,0.8254,0.0212,0.0257,-0.0555,0.0678,0.2844
166.3545,260,gbdt,,1,split,0.031,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.023,0.8778,0.0235,0.0267,-0.0564,0.0679,0.2818
173.9966,260,gbdt,,1,split,0.031,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0231,0.8938,0.0236,0.0264,-0.0647,0.067,0.2782
172.5522,260,gbdt,,1,split,0.031,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.022,0.8556,0.0224,0.0261,-0.0521,0.0681,0.2851
156.8257,260,gbdt,,1,split,0.032,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0241,0.953,0.0246,0.0258,-0.0538,0.0671,0.2813
160.8681,260,gbdt,,1,split,0.032,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0228,0.8927,0.0231,0.0259,-0.0526,0.0664,0.2772
161.9015,260,gbdt,,1,split,0.032,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.0225,0.8804,0.0229,0.026,-0.0576,0.0666,0.2823
171.6386,260,gbdt,,1,split,0.032,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0215,0.8129,0.0218,0.0268,-0.0676,0.0685,0.2843
174.7985,260,gbdt,,1,split,0.032,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.023,0.8376,0.0234,0.0279,-0.0607,0.0667,0.2791
157.2879,260,gbdt,,1,split,0.033,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0218,0.8702,0.0222,0.0256,-0.0732,0.0669,0.2788
166.3401,260,gbdt,,1,split,0.033,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0216,0.8704,0.022,0.0252,-0.0607,0.0672,0.2857
168.3839,260,gbdt,,1,split,0.033,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,42,0.0215,0.867,0.0219,0.0252,-0.0555,0.067,0.2806
177.0867,260,gbdt,,1,split,0.033,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0237,0.8933,0.024,0.0269,-0.0642,0.0658,0.2782
176.9766,260,gbdt,,1,split,0.033,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,42,0.0233,0.8733,0.0236,0.0271,-0.0528,0.0664,0.2806
136.4677,260,gbdt,,1,split,0.024,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0255,0.9409,0.026,0.0276,-0.0555,0.074,0.2643
140.9646,260,gbdt,,1,split,0.024,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0246,0.9329,0.0251,0.0269,-0.052,0.074,0.2641
141.5804,260,gbdt,,1,split,0.024,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0242,0.8724,0.0247,0.0283,-0.0554,0.0737,0.2622
142.7111,260,gbdt,,1,split,0.024,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0242,0.9264,0.0246,0.0266,-0.0549,0.0735,0.2643
143.7094,260,gbdt,,1,split,0.024,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0246,0.917,0.0251,0.0274,-0.0753,0.0734,0.2614
131.0452,260,gbdt,,1,split,0.025,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0244,0.9119,0.0249,0.0273,-0.0555,0.0732,0.2618
134.329,260,gbdt,,1,split,0.025,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0247,0.9163,0.0252,0.0275,-0.0681,0.073,0.2634
140.0126,260,gbdt,,1,split,0.025,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0242,0.9262,0.0247,0.0266,-0.0576,0.0729,0.2631
149.794,260,gbdt,,1,split,0.025,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0234,0.9136,0.0238,0.026,-0.0584,0.0726,0.2641
151.8487,260,gbdt,,1,split,0.025,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0237,0.8792,0.0242,0.0275,-0.0531,0.0728,0.2653
133.638,260,gbdt,,1,split,0.026,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0244,0.9077,0.0249,0.0274,-0.0603,0.0727,0.2639
134.8138,260,gbdt,,1,split,0.026,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0241,0.9303,0.0246,0.0264,-0.0531,0.0724,0.2618
133.3915,260,gbdt,,1,split,0.026,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0252,0.9389,0.0257,0.0273,-0.0578,0.0723,0.2624
141.7979,260,gbdt,,1,split,0.026,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0246,0.8907,0.0251,0.0281,-0.074,0.0717,0.2613
142.1222,260,gbdt,,1,split,0.026,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0237,0.8979,0.0241,0.0269,-0.0578,0.0719,0.2608
130.3071,260,gbdt,,1,split,0.027,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.024,0.8976,0.0245,0.0273,-0.0553,0.0718,0.2656
134.3746,260,gbdt,,1,split,0.027,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0237,0.8873,0.0241,0.0271,-0.0561,0.0722,0.2649
136.595,260,gbdt,,1,split,0.027,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0237,0.877,0.0242,0.0276,-0.0687,0.0716,0.2626
141.8501,260,gbdt,,1,split,0.027,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0237,0.8685,0.0242,0.0279,-0.0718,0.0714,0.2671
145.2218,260,gbdt,,1,split,0.027,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0236,0.8593,0.0241,0.0281,-0.071,0.0713,0.2643
139.2628,260,gbdt,,1,split,0.028,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0228,0.8826,0.0233,0.0264,-0.0532,0.0718,0.2643
148.6177,260,gbdt,,1,split,0.028,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0254,0.9905,0.0258,0.026,-0.06,0.0716,0.2661
147.8011,260,gbdt,,1,split,0.028,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0237,0.896,0.0241,0.0269,-0.0542,0.0715,0.2645
156.6254,260,gbdt,,1,split,0.028,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0232,0.9091,0.0237,0.0261,-0.0606,0.071,0.2637
156.9693,260,gbdt,,1,split,0.028,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0238,0.8887,0.0243,0.0273,-0.0607,0.0711,0.2629
145.4254,260,gbdt,,1,split,0.029,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0245,0.9285,0.0249,0.0269,-0.0522,0.0715,0.2651
147.2615,260,gbdt,,1,split,0.029,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0246,0.9514,0.0251,0.0264,-0.065,0.0716,0.2676
150.9588,260,gbdt,,1,split,0.029,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0227,0.8859,0.0232,0.0262,-0.057,0.0703,0.261
155.8582,260,gbdt,,1,split,0.029,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0249,0.9372,0.0254,0.0271,-0.0498,0.0706,0.2639
152.6438,260,gbdt,,1,split,0.029,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.025,0.9233,0.0254,0.0275,-0.0566,0.07,0.2602
138.0865,260,gbdt,,1,split,0.03,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0251,0.9174,0.0255,0.0278,-0.0666,0.0702,0.2656
137.9623,260,gbdt,,1,split,0.03,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0254,0.9368,0.0258,0.0276,-0.0612,0.0702,0.266
140.2383,260,gbdt,,1,split,0.03,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0226,0.8337,0.0231,0.0276,-0.0701,0.0701,0.2609
150.4534,260,gbdt,,1,split,0.03,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0242,0.9485,0.0247,0.026,-0.0474,0.0704,0.2647
151.0946,260,gbdt,,1,split,0.03,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0241,0.8927,0.0245,0.0275,-0.0526,0.0702,0.2643
137.3962,260,gbdt,,1,split,0.031,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0233,0.9326,0.0238,0.0255,-0.0505,0.0699,0.2647
142.2239,260,gbdt,,1,split,0.031,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0247,0.9447,0.0251,0.0266,-0.0487,0.0695,0.2626
144.5381,260,gbdt,,1,split,0.031,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0247,0.8942,0.0251,0.0281,-0.054,0.07,0.2636
150.1381,260,gbdt,,1,split,0.031,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0227,0.8789,0.0232,0.0264,-0.0544,0.07,0.2632
151.1572,260,gbdt,,1,split,0.031,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0221,0.8568,0.0225,0.0262,-0.0619,0.0691,0.26
137.0943,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0239,0.8949,0.0244,0.0272,-0.0634,0.0694,0.2641
142.0034,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0246,0.988,0.025,0.0253,-0.049,0.0695,0.2678
142.7778,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0238,0.9194,0.0242,0.0263,-0.0561,0.0695,0.2653
154.4435,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0236,0.9072,0.0241,0.0265,-0.0572,0.0687,0.2625
155.1555,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0242,0.9621,0.0246,0.0256,-0.0575,0.0689,0.2624
136.3899,260,gbdt,,1,split,0.033,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0235,0.8991,0.024,0.0267,-0.0582,0.0693,0.268
139.066,260,gbdt,,1,split,0.033,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0222,0.8875,0.0226,0.0255,-0.0609,0.0689,0.2623
143.4254,260,gbdt,,1,split,0.033,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0241,0.9453,0.0245,0.0259,-0.0516,0.0691,0.264
152.0658,260,gbdt,,1,split,0.033,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0244,0.9469,0.0249,0.0263,-0.0613,0.0686,0.2653
150.0139,260,gbdt,,1,split,0.033,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0222,0.8541,0.0226,0.0265,-0.0541,0.0697,0.268
159.2399,260,gbdt,,1,split,0.024,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0242,0.9314,0.0246,0.0265,-0.0524,0.0696,0.2814
164.656,260,gbdt,,1,split,0.024,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0238,0.9154,0.0242,0.0264,-0.0595,0.0704,0.2804
161.8413,260,gbdt,,1,split,0.024,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0224,0.8474,0.0229,0.027,-0.0682,0.0697,0.2815
169.2688,260,gbdt,,1,split,0.024,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0246,0.9302,0.025,0.0268,-0.0574,0.0694,0.2794
169.8604,260,gbdt,,1,split,0.024,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0248,0.9126,0.0253,0.0277,-0.0663,0.0692,0.2797
159.9168,260,gbdt,,1,split,0.025,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0236,0.9032,0.024,0.0266,-0.055,0.0695,0.2812
165.4005,260,gbdt,,1,split,0.025,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0228,0.8882,0.0232,0.0261,-0.052,0.0691,0.2781
165.6472,260,gbdt,,1,split,0.025,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0226,0.8554,0.023,0.0269,-0.0585,0.0687,0.2771
172.2029,260,gbdt,,1,split,0.025,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0236,0.9561,0.024,0.0251,-0.054,0.07,0.2864
168.6025,260,gbdt,,1,split,0.025,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0247,0.917,0.025,0.0273,-0.0641,0.0698,0.2866
151.7869,260,gbdt,,1,split,0.026,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0228,0.8432,0.0233,0.0276,-0.0686,0.0691,0.2815
161.7641,260,gbdt,,1,split,0.026,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0239,0.9096,0.0243,0.0267,-0.0521,0.0686,0.2784
157.2574,260,gbdt,,1,split,0.026,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0229,0.9104,0.0234,0.0257,-0.0648,0.0682,0.2822
164.166,260,gbdt,,1,split,0.026,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0236,0.884,0.024,0.0271,-0.0524,0.0687,0.2843
167.1582,260,gbdt,,1,split,0.026,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0238,0.8995,0.0242,0.0269,-0.0526,0.0685,0.2797
151.256,260,gbdt,,1,split,0.027,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0234,0.9187,0.0238,0.0259,-0.052,0.0687,0.2793
155.3055,260,gbdt,,1,split,0.027,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0246,0.9264,0.0251,0.027,-0.0604,0.0686,0.2837
156.2605,260,gbdt,,1,split,0.027,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0222,0.8423,0.0227,0.0269,-0.0641,0.0683,0.284
171.9367,260,gbdt,,1,split,0.027,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0228,0.8418,0.0232,0.0276,-0.0567,0.0688,0.2835
178.1472,260,gbdt,,1,split,0.027,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0215,0.8045,0.0219,0.0272,-0.0593,0.0681,0.2817
159.3575,260,gbdt,,1,split,0.028,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0236,0.9376,0.024,0.0256,-0.057,0.0683,0.2817
165.2893,260,gbdt,,1,split,0.028,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0231,0.8957,0.0235,0.0262,-0.0563,0.068,0.2784
162.017,260,gbdt,,1,split,0.028,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0209,0.817,0.0213,0.0261,-0.0592,0.0673,0.2804
171.0551,260,gbdt,,1,split,0.028,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0226,0.8322,0.023,0.0276,-0.0636,0.0686,0.2806
175.4275,260,gbdt,,1,split,0.028,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0234,0.868,0.0238,0.0274,-0.0512,0.0681,0.2821
160.8587,260,gbdt,,1,split,0.029,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0243,0.9796,0.0247,0.0252,-0.064,0.0678,0.2817
162.9398,260,gbdt,,1,split,0.029,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0245,0.9213,0.0249,0.0271,-0.056,0.0676,0.2779
161.6337,260,gbdt,,1,split,0.029,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0227,0.8909,0.0231,0.0259,-0.055,0.0681,0.2851
