rank,usersname,Mode,compute,corr,mmc,fnc,stake,roi_1_day,roi_3_months,roi_1_year
2396,YRORAF,No Mode,No Compute,-0.0555,-0.0631,-0.0619,0.0,0.0,0.0,0.0
2397,UNIQUENAME,No Mode,No Compute,-0.0556,-0.0591,-0.0564,0.0,0.0,0.0,0.0
2398,NUMERAI_OR_DIE,No Mode,No Compute,-0.0556,-0.0641,-0.0573,0.0,0.0,0.0,0.0
2401,KRYPTONKAZAKLAMBIA,No Mode,No Compute,-0.0557,-0.0608,-0.0619,0.0,0.0,0.0,0.0
2406,MNCREATIONS_13,No Mode,No Compute,-0.056,-0.0613,-0.0603,0.0,0.0,0.0,0.0
2407,SIMPLELINE,No Mode,No Compute,-0.0561,-0.0596,-0.0592,0.011,0.0,0.0,0.0
2408,WALKERJASONE,No Mode,No Compute,-0.0561,-0.0625,-0.0609,0.3,0.0,0.199,0.0
2409,KEI_INTELLIGENCE,No Mode,No Compute,-0.0562,-0.0533,-0.048,0.0,0.0,0.0,0.0
2410,TRANSFORMED_PARADIGM,No Mode,No Compute,-0.0565,-0.0602,-0.058,0.18,0.016,0.0,0.0
2411,EL_LOCO,No Mode,No Compute,-0.0565,-0.0616,-0.0635,0.01,0.041,0.0,0.0
2412,NICE_PREDICTION,No Mode,No Compute,-0.0566,-0.0616,-0.0597,0.0,0.0,0.0,0.0
2414,REENCO2,No Mode,No Compute,-0.0568,-0.0611,-0.0576,0.0,0.0,0.0,0.0
2415,JEREMY_BERROS_4,No Mode,No Compute,-0.057,-0.0626,-0.0629,1.51,0.014,0.0,0.0
2416,JOHNSCAIFE_,No Mode,No Compute,-0.057,-0.0713,-0.056,0.0,0.0,0.0,0.0
2417,LA_PRUXINI,No Mode,No Compute,-0.057,-0.0656,-0.0567,0.0,0.0,0.0,0.0
2420,YOUARENEXT,No Mode,No Compute,-0.0574,-0.0586,-0.0584,2.69,0.0074,0.0,0.0
2422,DMMILLER,No Mode,No Compute,-0.0575,-0.0608,-0.0595,16.32,0.014,0.015,0.084
2426,RADEGAST,No Mode,No Compute,-0.0579,-0.0646,-0.0681,4.0,0.017,0.0,0.0
2428,FISAGOL_2,No Mode,No Compute,-0.0582,-0.0613,-0.0602,0.01,0.0076,0.0,0.0
2431,MNCREATIONS_12,No Mode,No Compute,-0.0583,-0.0626,-0.0605,0.0,0.0,0.0,0.0
2433,LAERTES_,No Mode,No Compute,-0.0587,-0.0653,-0.0617,0.0,0.0,0.0,0.0
2434,BUNDUSHATHUR,No Mode,No Compute,-0.0588,-0.0634,-0.0614,0.0,0.0,0.0,0.0
2435,GMORK,No Mode,No Compute,-0.059,-0.0643,-0.0638,0.0,0.0,0.0,0.0
2437,YRONNR,No Mode,No Compute,-0.059,-0.0665,-0.0649,0.0,0.0,0.0,0.0
2441,PENSAMA,No Mode,No Compute,-0.0595,-0.0706,-0.0615,0.0,0.0,0.0,0.0
2442,JULIOQ_GBR,No Mode,No Compute,-0.0596,-0.0638,-0.0684,0.011,0.0051,0.0,0.0
2443,QUEENIE,No Mode,No Compute,-0.0596,-0.0625,-0.0647,0.0,0.0,0.0,0.0
2444,NOMINALLY_DEEP,No Mode,No Compute,-0.0596,-0.0687,-0.0643,0.0,0.0,0.0,0.0
2445,JOHNSCAIFE_2,No Mode,No Compute,-0.0596,-0.0721,-0.0586,0.0,0.0,0.0,0.0
2446,ARISTOTELE,No Mode,No Compute,-0.0597,-0.07,-0.0589,0.0,0.0,0.0,0.0
2449,EARAGR,No Mode,No Compute,-0.0598,-0.0616,-0.0595,0.0,0.0,0.0,0.0
2450,NAKASHUN,No Mode,No Compute,-0.0599,-0.0695,-0.0675,0.0,0.0,0.0,0.0
2452,MMFINEA,No Mode,No Compute,-0.06,-0.0731,-0.0582,0.0,0.0,0.0,0.0
2453,MMFINE1A,No Mode,No Compute,-0.0601,-0.0731,-0.0585,0.0,0.0,0.0,0.0
2454,MNCREATIONS_14,No Mode,No Compute,-0.0602,-0.063,-0.0611,0.0,0.0,0.0,0.0
2455,MODEL_GULL,No Mode,No Compute,-0.0602,-0.065,-0.062,0.0,0.0,0.0,0.0
2456,KOERRIE15,No Mode,No Compute,-0.0603,-0.0653,-0.0689,0.0,0.0,0.0,0.0
2458,MR_KITCHEN4,No Mode,No Compute,-0.0604,-0.0638,-0.0674,0.0,0.0,0.0,0.0
2459,COLICAB2,No Mode,No Compute,-0.0606,-0.0663,-0.0676,0.0,0.0,0.0,0.0
2460,AAYUSHK26,No Mode,No Compute,-0.0606,-0.0647,-0.0588,0.0,0.0,0.0,0.0
2461,FASTVAN,No Mode,No Compute,-0.0608,-0.0732,-0.06,0.0,0.0,0.0,0.0
2462,FRIEND3,No Mode,No Compute,-0.0608,-0.0737,-0.0601,0.0,0.0,0.0,0.0
2463,MN_CREATIONS_15,No Mode,No Compute,-0.0608,-0.0627,-0.0618,0.0,0.0,0.0,0.0
2464,FASTVAN1,No Mode,No Compute,-0.0608,-0.0735,-0.0606,0.0,0.0,0.0,0.0
2465,NANREI,No Mode,No Compute,-0.061,-0.0726,-0.0609,0.0,0.0,0.0,0.0
2466,KOERRIE14,No Mode,No Compute,-0.061,-0.066,-0.0688,0.0,0.0,0.0,0.0
2467,DEMERY2,No Mode,No Compute,-0.0612,-0.0665,-0.0672,29.75,0.015,0.0,0.0
2471,FRIEND2,No Mode,No Compute,-0.0618,-0.0735,-0.0645,0.0,0.0,0.0,0.0
2472,QB4,No Mode,No Compute,-0.0619,-0.0651,-0.0687,0.0,0.0,0.0,0.0
2473,DAVAT10,No Mode,No Compute,-0.062,-0.067,-0.0687,0.0,0.0,0.0,0.0
2474,SCHOT2,No Mode,No Compute,-0.0621,-0.0657,-0.0647,0.0,0.0,0.0,0.0
2475,REENCO5,No Mode,No Compute,-0.0623,-0.0641,-0.0635,0.0,0.0,0.0,0.0
2476,REENCO,No Mode,No Compute,-0.0623,-0.0637,-0.0633,0.0,0.0,0.0,0.0
2477,CATS_N_DOGS,No Mode,No Compute,-0.0623,-0.0694,-0.0664,0.0,0.0,0.0,0.0
2478,KOERRIE13,No Mode,No Compute,-0.0624,-0.067,-0.0687,0.0,0.0,0.0,0.0
2479,INTEGRATION,No Mode,No Compute,-0.0627,-0.0675,-0.0655,0.0,0.0,0.0,0.0
2480,POIRETCLEMENT,No Mode,No Compute,-0.0628,-0.0698,-0.0633,0.0,0.0,0.0,0.0
2481,SANREI,No Mode,No Compute,-0.063,-0.0738,-0.0645,0.0,0.0,0.0,0.0
2482,M_01,No Mode,No Compute,-0.063,-0.0684,-0.0642,0.0,0.0,0.0,0.0
2483,HARAKMAR,No Mode,No Compute,-0.0636,-0.067,-0.0679,0.0,0.0,0.0,0.0
2484,PSYHO,No Mode,No Compute,-0.0637,-0.0728,-0.0627,221.89,0.0024,0.012,0.0
2492,REENCO3,No Mode,No Compute,-0.0641,-0.0654,-0.0649,0.0,0.0,0.0,0.0
2493,DEMERY3,No Mode,No Compute,-0.0641,-0.0682,-0.067,30.06,0.011,0.0,0.0
2494,ANUMBER6WITHEXTRADIP,No Mode,No Compute,-0.0643,-0.0689,-0.0698,0.0,0.0,0.0,0.0
2496,REENCO4,No Mode,No Compute,-0.0646,-0.0661,-0.0652,0.0,0.0,0.0,0.0
2497,FNCXZ,No Mode,No Compute,-0.0649,-0.0696,-0.0706,0.0,0.0,0.0,0.0
2498,KOERRIE12,No Mode,No Compute,-0.0649,-0.0687,-0.069,0.0,0.0,0.0,0.0
2499,SCARLET,No Mode,No Compute,-0.0649,-0.0667,-0.061,0.011,0.037,0.0,0.0
2500,RSMILLIE94_3,No Mode,No Compute,-0.065,-0.0692,-0.073,0.0,0.0,0.0,0.0
2504,AMANOMAN,No Mode,No Compute,-0.0651,-0.0684,-0.0702,0.011,0.022,0.0,0.0
2505,JAH,No Mode,No Compute,-0.0651,-0.0684,-0.0702,0.011,0.022,0.0,0.0
2506,PRASHAO_COMBINED,No Mode,No Compute,-0.0652,-0.0719,-0.0649,0.0,0.0,0.0,0.0
2508,ROUNDINGTHIRD,No Mode,No Compute,-0.0654,-0.0774,-0.0641,0.0,0.0,0.0,0.0
2512,TARTARUS,No Mode,No Compute,-0.0657,-0.0689,-0.0755,6.03,0.021,0.0,0.0
2513,CWFT7,No Mode,No Compute,-0.0657,-0.0717,-0.066,0.011,0.016,0.091,0.0
2514,LEARN2,No Mode,No Compute,-0.066,-0.0728,-0.0735,0.0,0.0,0.0,0.0
2515,MURENOHA7,No Mode,No Compute,-0.0662,-0.0723,-0.0638,0.0,0.0,0.0,0.0
2516,EKAMIOKA,No Mode,No Compute,-0.0663,-0.0676,-0.0652,0.0,0.0,0.0,0.0
2518,DCWRIGHT,No Mode,No Compute,-0.0664,-0.0704,-0.073,0.011,0.02,0.0,0.0
2520,BRAIN_MIKE_10,No Mode,No Compute,-0.0664,-0.07,-0.0724,0.0,0.0,0.0,0.0
2521,JULIOQ_GBRLAD,No Mode,No Compute,-0.0666,-0.0677,-0.0669,0.01,0.039,0.0,0.0
2523,DANZELL,No Mode,No Compute,-0.0668,-0.0734,-0.0657,0.0,0.0,0.0,0.0
2526,MURENOHA9,No Mode,No Compute,-0.067,-0.0725,-0.067,0.0,0.0,0.0,0.0
2528,SOPHY_JP,No Mode,No Compute,-0.0671,-0.0736,-0.0751,0.0,0.0,0.0,0.0
2529,TAORI,No Mode,No Compute,-0.0672,-0.07,-0.0655,12.92,0.034,0.017,0.335
2530,AD_ASTRA,No Mode,No Compute,-0.0672,-0.0706,-0.0748,55.04,0.0005,0.0,0.0
2531,COLICAB,No Mode,No Compute,-0.0674,-0.0729,-0.0779,0.0,0.0,0.0,0.0
2533,CHANGE,No Mode,No Compute,-0.0675,-0.0706,-0.0753,0.01,0.019,0.0,0.0
2534,SCANTLIEMABAF,No Mode,No Compute,-0.0676,-0.0695,-0.0669,0.0,0.0,0.0,0.0
2535,KIHON,No Mode,No Compute,-0.0679,-0.0773,-0.0656,26.26,0.0,0.0,0.0
2537,JAN1817,No Mode,No Compute,-0.068,-0.0715,-0.0737,0.011,0.03,0.0,0.0
2538,DAVAT11,No Mode,No Compute,-0.0682,-0.071,-0.0687,0.0,0.0,0.0,0.0
2540,OBJECT279,No Mode,No Compute,-0.0684,-0.0751,-0.068,0.0,0.0,0.0,0.0
2544,NN_DUPLI_2,No Mode,No Compute,-0.0686,-0.0704,-0.0702,0.01,0.018,0.0,0.0
2545,HYPNOSGAMMA,No Mode,No Compute,-0.0686,-0.0759,-0.0694,0.0,0.0,0.0,0.0
2547,KOERRIE11,No Mode,No Compute,-0.0687,-0.0709,-0.0695,0.0,0.0,0.0,0.0
2548,NYUTON_TEST1,No Mode,No Compute,-0.0688,-0.0723,-0.0757,0.0,0.0,0.0,0.0
2551,DEVTEST,No Mode,No Compute,-0.069,-0.0721,-0.074,0.0,0.0,0.0,0.0
2553,YROAWS,No Mode,No Compute,-0.0691,-0.0722,-0.074,0.0,0.0,0.0,0.0
2554,MR_KITCHEN3,No Mode,No Compute,-0.0691,-0.0711,-0.0709,0.0,0.0,0.0,0.0
2555,DAVAT12,No Mode,No Compute,-0.0691,-0.0718,-0.0687,0.0,0.0,0.0,0.0
2556,BRAIN_MIKE_12,No Mode,No Compute,-0.0692,-0.0725,-0.0738,0.0,0.0,0.0,0.0
2557,SMARTAI,No Mode,No Compute,-0.0692,-0.0711,-0.0723,0.1,0.0042,0.0,0.0
2558,GROOT,No Mode,No Compute,-0.0693,-0.0774,-0.0679,0.0,0.0,0.0,0.0
2559,DUMB,No Mode,No Compute,-0.0694,-0.0765,-0.0699,0.0,0.0,0.0,0.0
2560,BRAIN_MIKE_8,No Mode,No Compute,-0.0694,-0.0706,-0.0675,0.0,0.0,0.0,0.0
2562,SPECTRE10,No Mode,No Compute,-0.0694,-0.0738,-0.0751,1.35,0.0,0.085,0.085
2564,DEX7MONITOR,No Mode,No Compute,-0.0695,-0.0711,-0.0681,0.0,0.0,0.0,0.0
2565,MONK001,No Mode,No Compute,-0.0695,-0.0691,-0.0693,0.0,0.0,0.0,0.0
2568,RYUTORO,No Mode,No Compute,-0.0697,-0.0789,-0.0676,0.0,0.0,0.0,0.0
2569,BIGBERTHA,No Mode,No Compute,-0.0697,-0.0714,-0.0718,1.03,0.0004,0.0,0.0
2571,SANFRANCISCO,No Mode,No Compute,-0.0697,-0.0784,-0.0697,0.0,0.0,0.0,0.0
2579,TEJ,No Mode,No Compute,-0.07,-0.078,-0.0708,0.011,0.0,0.0,0.0
2580,ICE2,No Mode,No Compute,-0.07,-0.078,-0.0713,0.37,0.0,0.0,0.0
2582,BRAIN_MIKE_9,No Mode,No Compute,-0.0703,-0.0708,-0.0773,0.0,0.0,0.0,0.0
2583,BRAIN_MIKE_13,No Mode,No Compute,-0.0703,-0.0733,-0.0741,0.0,0.0,0.0,0.0
2584,LONEGUNMAN,No Mode,No Compute,-0.0703,-0.0745,-0.0727,1.13,0.0,0.098,0.0
2586,ICE,No Mode,No Compute,-0.0704,-0.0797,-0.068,0.18,0.0,0.0,0.0
2587,THELEGEND,No Mode,No Compute,-0.0704,-0.0786,-0.0694,0.0,0.0,0.0,0.0
2588,UDIT10,No Mode,No Compute,-0.0705,-0.079,-0.0696,0.0,0.0,0.0,0.0
2591,THILAK,No Mode,No Compute,-0.0705,-0.0792,-0.0681,0.0,0.0,0.0,0.0
2594,SCHOT3,No Mode,No Compute,-0.0706,-0.0732,-0.074,0.0,0.0,0.0,0.0
2596,SPIN_TEMPERATURE,No Mode,No Compute,-0.0708,-0.0725,-0.0734,0.0,0.0,0.0,0.0
2597,DEGERHAN_SB3,No Mode,No Compute,-0.0709,-0.073,-0.0748,21.02,0.0094,0.0,0.0
2599,WATERAI,No Mode,No Compute,-0.0709,-0.0799,-0.0697,0.0,0.0,0.0,0.0
2602,ROSEWATER,No Mode,No Compute,-0.071,-0.0745,-0.0732,0.0,0.0,0.0,0.0
2603,OBJEKT825,No Mode,No Compute,-0.0711,-0.0773,-0.071,0.0,0.0,0.0,0.0
2604,RGG81_THIRD,No Mode,No Compute,-0.0711,-0.0736,-0.074,0.0,0.0,0.0,0.0
2605,WOODAI,No Mode,No Compute,-0.0711,-0.0802,-0.0698,0.0,0.0,0.0,0.0
2606,CWFT707,No Mode,No Compute,-0.0713,-0.0772,-0.0717,0.011,0.0076,0.074,0.0
2608,AREYOUGETTINGTHIS,No Mode,No Compute,-0.0714,-0.08,-0.0705,0.0,0.0,0.0,0.0
2610,R3ADY2RAG3,No Mode,No Compute,-0.0714,-0.0799,-0.0707,0.49,0.0,0.0,0.0
2611,TOMATOM,No Mode,No Compute,-0.0715,-0.08,-0.071,0.0,0.0,0.0,0.0
2613,SPIN_PUMPING,No Mode,No Compute,-0.0715,-0.0737,-0.0738,0.0,0.0,0.0,0.0
2614,SIRMOBIUS,No Mode,No Compute,-0.0716,-0.0739,-0.0733,6.32,0.015,0.0,0.0
2617,NUMERAIRE,No Mode,No Compute,-0.0716,-0.0801,-0.0716,0.0,0.0,0.0,0.0
2631,SPIN_DENSITY,No Mode,No Compute,-0.0717,-0.0733,-0.0731,0.0,0.0,0.0,0.0
2632,3DAYSTOFIND,No Mode,No Compute,-0.0718,-0.0807,-0.0701,0.01,0.0,0.0,0.0
2633,ICE3,No Mode,No Compute,-0.0719,-0.0806,-0.0705,0.7,0.0,0.0,0.0
2634,SPIN_DYNAMICS,No Mode,No Compute,-0.0719,-0.0741,-0.0753,0.0,0.0,0.0,0.0
2635,SHIMCO_TEST,No Mode,No Compute,-0.0719,-0.0733,-0.0756,1.01,0.018,0.0,0.0
2636,NAKAYASU,No Mode,No Compute,-0.0721,-0.0736,-0.073,0.0,0.0,0.0,0.0
2637,LIGHTAI,No Mode,No Compute,-0.0722,-0.0806,-0.0715,0.0,0.0,0.0,0.0
2643,DAFA,No Mode,No Compute,-0.0723,-0.0774,-0.0722,0.0,0.0,0.0,0.0
2645,PLASTICAI,No Mode,No Compute,-0.0724,-0.0815,-0.072,0.0,0.0,0.0,0.0
2647,JARODC,No Mode,No Compute,-0.0725,-0.079,-0.0736,0.2,0.0,0.0,0.0
2649,EARTHAI,No Mode,No Compute,-0.0726,-0.0816,-0.0724,0.0,0.0,0.0,0.0
2651,I3,No Mode,No Compute,-0.0727,-0.0737,-0.0866,0.0,0.0,0.0,0.0
2652,DESEMBARGADORANCAP,No Mode,No Compute,-0.0727,-0.0816,-0.0743,0.0,0.0,0.0,0.0
2655,FRANKRIZZO,No Mode,No Compute,-0.073,-0.0777,-0.0724,0.00083,0.0,0.012,0.07
2657,DLKL,No Mode,No Compute,-0.0732,-0.0777,-0.0761,0.0,0.0,0.0,0.0
2660,DOGCARAMELOANCAP,No Mode,No Compute,-0.0733,-0.0742,-0.0735,0.0,0.0,0.0,0.0
2662,COMPOUND,No Mode,No Compute,-0.0733,-0.0793,-0.0734,0.0,0.0,0.0,0.0
2663,DEMERY4,No Mode,No Compute,-0.0733,-0.0751,-0.0741,28.01,0.0038,0.0,0.0
2665,HDEMENEZ,No Mode,No Compute,-0.0734,-0.0791,-0.081,0.011,0.0,0.0,0.0
2666,GORSKI,No Mode,No Compute,-0.0734,-0.0752,-0.0764,0.0097,0.051,0.0,0.0
2668,VACCINIUM,No Mode,No Compute,-0.0735,-0.0753,-0.0764,0.01,0.016,0.0,0.0
2671,RUBUS,No Mode,No Compute,-0.0736,-0.0752,-0.076,0.0096,0.062,0.0,0.0
2673,BRAIN_MIKE_7,No Mode,No Compute,-0.0737,-0.0754,-0.0724,0.0,0.0,0.0,0.0
2674,HINGLE_MCCRINGLEBERRY,No Mode,No Compute,-0.0738,-0.0785,-0.0725,0.00095,0.0,0.0042,0.114
2676,DEGERHAN_SB6,No Mode,No Compute,-0.074,-0.0759,-0.0793,0.0,0.0024,0.0,0.0
2677,SPIN_PRECESSION,No Mode,No Compute,-0.0741,-0.0751,-0.0751,0.0,0.0,0.0,0.0
2678,GENERALIZATION,No Mode,No Compute,-0.0741,-0.081,-0.0757,0.0,0.0,0.0,0.0
2679,THATS_CRAZY,No Mode,No Compute,-0.0742,-0.079,-0.0747,0.0,0.0,0.0,0.0
2681,PATCHARA_CORNELL,No Mode,No Compute,-0.0742,-0.083,-0.0748,0.0,0.0,0.0,0.0
2683,BETTER,No Mode,No Compute,-0.0742,-0.0819,-0.0745,0.0,0.0,0.0,0.0
2684,FRAGARIA,No Mode,No Compute,-0.0743,-0.0757,-0.076,0.0095,0.053,0.0,0.0
2685,PINGUICULA,No Mode,No Compute,-0.0743,-0.0758,-0.0773,0.0093,0.058,0.0,0.0
2686,BEST1,No Mode,No Compute,-0.0743,-0.0822,-0.0743,0.0,0.0,0.0,0.0
2690,ANEMONE,No Mode,No Compute,-0.0745,-0.0761,-0.0764,0.0097,0.075,0.0,0.0
2691,EGO7,No Mode,No Compute,-0.0746,-0.0795,-0.0777,0.32,0.0,0.0,0.0
2692,OXIOXI,No Mode,No Compute,-0.0746,-0.0793,-0.0775,0.0,0.0,0.0,0.0
2693,AFM,No Mode,No Compute,-0.0747,-0.0802,-0.0766,0.011,0.0,0.035,0.0
2695,BRAIN_MIKE_14,No Mode,No Compute,-0.0749,-0.0763,-0.0734,0.0,0.0,0.0,0.0
2696,TRY2,No Mode,No Compute,-0.0749,-0.08,-0.0746,0.0,0.0,0.0,0.0
2698,GOOD,No Mode,No Compute,-0.075,-0.0824,-0.0748,0.0,0.0,0.0,0.0
2702,SPIN_FILTER,No Mode,No Compute,-0.0753,-0.0763,-0.077,0.0,0.0,0.0,0.0
2704,BGULL,No Mode,No Compute,-0.0755,-0.0789,-0.0793,0.011,0.0014,0.0,0.0
2705,120CELL,No Mode,No Compute,-0.0756,-0.0844,-0.0756,0.0,0.0,0.0,0.0
2706,BILLYPILGRIM,No Mode,No Compute,-0.0756,-0.0773,-0.0796,0.0,0.0,0.0,0.0
2707,MODEL3S,No Mode,No Compute,-0.0756,-0.0792,-0.0804,0.00027,0.0,0.0,0.0
2708,BRAIN_MIKE_11,No Mode,No Compute,-0.0756,-0.0768,-0.075,0.0,0.0,0.0,0.0
2709,BOLETUS,No Mode,No Compute,-0.0756,-0.0762,-0.0757,0.0092,0.047,0.0,0.0
2710,PANTERA,No Mode,No Compute,-0.0756,-0.0773,-0.077,0.0,0.0,0.0,0.0
2711,PHIPHI,No Mode,No Compute,-0.0756,-0.0771,-0.0777,0.0,0.0,0.0,0.0
2713,MENOA,No Mode,No Compute,-0.0757,-0.0826,-0.0753,0.0,0.0,0.0,0.0
2714,MLP3,No Mode,No Compute,-0.0758,-0.0795,-0.0803,0.00028,0.0,0.0,0.0
2715,FALECOMHIPERBOLAO_6,No Mode,No Compute,-0.0759,-0.0774,-0.0797,0.0,0.0,0.0,0.0
2717,MURENOHAX,No Mode,No Compute,-0.076,-0.08,-0.0753,0.0,0.0,0.0,0.0
2720,FALECOMHIPERBOLAO_11,No Mode,No Compute,-0.0763,-0.0778,-0.08,0.0,0.0,0.0,0.0
2724,MYBRAIN,No Mode,No Compute,-0.0765,-0.0805,-0.0784,1.26,0.0,0.0,0.0
2725,FALECOMHIPERBOLAO_1,No Mode,No Compute,-0.0765,-0.0779,-0.0802,0.0,0.0,0.0,0.0
2727,DLKL7,No Mode,No Compute,-0.0766,-0.0801,-0.0791,0.0,0.0,0.0,0.0
2728,FALECOMHIPERBOLAO_9,No Mode,No Compute,-0.0766,-0.078,-0.0801,0.0,0.0,0.0,0.0
2730,DEGERHAN_SB7,No Mode,No Compute,-0.0766,-0.078,-0.0828,0.0,0.0082,0.0,0.0
2731,FALECOMHIPERBOLAO_13,No Mode,No Compute,-0.0766,-0.078,-0.0804,0.0,0.0,0.0,0.0
2732,FALECOMHIPERBOLAO_10,No Mode,No Compute,-0.0766,-0.078,-0.0801,0.0,0.0,0.0,0.0
2733,FALECOMHIPERBOLAO_2,No Mode,No Compute,-0.0768,-0.0781,-0.0804,0.0,0.0,0.0,0.0
2734,FALECOMHIPERBOLAO_7,No Mode,No Compute,-0.0768,-0.0782,-0.0801,0.0,0.0,0.0,0.0
2735,FALECOMHIPERBOLAO_8,No Mode,No Compute,-0.0769,-0.0782,-0.0801,0.0,0.0,0.0,0.0
2736,FALECOMHIPERBOLAO_5,No Mode,No Compute,-0.0769,-0.0782,-0.0804,0.0,0.0,0.0,0.0
2737,MAGIC_8_BALL,No Mode,No Compute,-0.0769,-0.0781,-0.0772,0.01,0.0026,0.0,0.0
2738,FALECOMHIPERBOLAO,No Mode,No Compute,-0.0769,-0.0782,-0.0804,0.0,0.0,0.0,0.0
2739,FALECOMHIPERBOLAO_12,No Mode,No Compute,-0.077,-0.0782,-0.0804,0.0,0.0,0.0,0.0
2744,FALECOMHIPERBOLAO_4,No Mode,No Compute,-0.0773,-0.0785,-0.0805,0.0,0.0,0.0,0.0
2745,ASPHODEL,No Mode,No Compute,-0.0773,-0.0789,-0.0795,1.03,0.011,0.0,0.0
2746,NNMODELS,No Mode,No Compute,-0.0774,-0.0801,-0.0812,0.00028,0.0,0.0,0.0
2747,DERA_M1,No Mode,No Compute,-0.0774,-0.0784,-0.0802,0.0,0.0,0.0,0.0
2748,DEGERHAN_SB5,No Mode,No Compute,-0.0775,-0.0786,-0.0812,0.0,0.0077,0.0,0.0
2749,DEGERHAN_SB10,No Mode,No Compute,-0.0775,-0.0788,-0.0789,0.0,0.0048,0.0,0.0
2750,EPICHKA,No Mode,No Compute,-0.0775,-0.0799,-0.0791,0.0,0.0,0.0,0.0
2752,ANAIRE,No Mode,No Compute,-0.0776,-0.0789,-0.082,0.0,0.0,0.0,0.0
2753,DEGERHAN_SB9,No Mode,No Compute,-0.0776,-0.0789,-0.0789,0.0,0.0038,0.0,0.0
2757,JACKERPARKER,No Mode,No Compute,-0.0778,-0.0815,-0.0773,0.0,0.0,0.0,0.0
2758,JACKERPARKER2,No Mode,No Compute,-0.0778,-0.0815,-0.0773,0.0,0.0,0.0,0.0
2759,FINDIS,No Mode,No Compute,-0.0779,-0.0791,-0.0817,0.0,0.0,0.0,0.0
2760,LGB,No Mode,No Compute,-0.0779,-0.0792,-0.081,0.18,0.011,0.0,0.0
2762,DL_GUNNAR_TEODOR_1,No Mode,No Compute,-0.078,-0.0797,-0.0831,0.011,0.0025,0.0,0.0
2764,JACKERPARKER10,No Mode,No Compute,-0.078,-0.0821,-0.0773,0.0,0.0,0.0,0.0
2765,GCSCREDITMEMBERS_1,No Mode,No Compute,-0.078,-0.0794,-0.081,0.0,0.0,0.0,0.0
2766,TMOQ2,No Mode,No Compute,-0.0781,-0.0792,-0.0814,0.1,0.0091,0.0,0.0
2769,GCSCREDITMEMBERS_6,No Mode,No Compute,-0.0782,-0.0793,-0.0812,0.0,0.0,0.0,0.0
2770,GCSCREDITMEMBERS_5,No Mode,No Compute,-0.0782,-0.0794,-0.0806,0.0,0.0,0.0,0.0
2771,MKARPELES,No Mode,No Compute,-0.0782,-0.0793,-0.0802,0.01,0.0094,0.0,0.0
2772,TELPERION,No Mode,No Compute,-0.0783,-0.0794,-0.0823,0.0,0.0,0.0,0.0
2775,FEANOR,No Mode,No Compute,-0.0783,-0.0794,-0.0822,0.0,0.0,0.0,0.0
2776,JACKERPARKER6,No Mode,No Compute,-0.0784,-0.0827,-0.0775,0.0,0.0,0.0,0.0
2777,BETTER1,No Mode,No Compute,-0.0785,-0.0807,-0.0773,0.0,0.0,0.0,0.0
2778,GCSCREDITMEMBERS_7,No Mode,No Compute,-0.0785,-0.0796,-0.0814,0.0,0.0,0.0,0.0
2779,LSTM___,No Mode,No Compute,-0.0785,-0.0828,-0.0802,0.0,0.0,0.0,0.0
2780,FALECOMHIPERBOLAO_3,No Mode,No Compute,-0.0786,-0.0795,-0.0806,0.0,0.0,0.0,0.0
2782,GCSCREDITMEMBERS,No Mode,No Compute,-0.0787,-0.0799,-0.0813,0.0,0.0,0.0,0.0
2783,TSZ365,No Mode,No Compute,-0.0788,-0.081,-0.0843,0.0,0.0,0.0,0.0
2784,MURENOHA6,No Mode,No Compute,-0.0788,-0.0835,-0.0789,0.0,0.0,0.0,0.0
2785,DERA_M3,No Mode,No Compute,-0.0789,-0.0796,-0.0816,0.0,0.0,0.0,0.0
2786,RSRANK,No Mode,No Compute,-0.0789,-0.079,-0.0831,0.0,0.0,0.0,0.0
2787,HCRP,No Mode,No Compute,-0.079,-0.0825,-0.0773,0.44,0.0,0.0,0.0
2788,GBOT_V2,No Mode,No Compute,-0.079,-0.0806,-0.0808,0.0,0.0,0.0,0.0
2789,DITDAT10,No Mode,No Compute,-0.0791,-0.0801,-0.08,1.02,0.02,0.0,0.0
2790,GCSCREDITMEMBERS_3,No Mode,No Compute,-0.0791,-0.0801,-0.0811,0.0,0.0,0.0,0.0
2793,ETERNALX_V2,No Mode,No Compute,-0.0792,-0.0825,-0.079,0.0,0.0,0.0,0.0
2794,DITDAT8,No Mode,No Compute,-0.0792,-0.0801,-0.0789,131.04,0.023,0.0,0.0
2795,PEDROJSRD,No Mode,No Compute,-0.0793,-0.0839,-0.0765,0.0,0.0,0.0,0.0
2796,RGG81_5,No Mode,No Compute,-0.0793,-0.0804,-0.0815,0.0,0.0,0.0,0.0
2797,RGG81_3,No Mode,No Compute,-0.0793,-0.0804,-0.0815,0.0,0.0,0.0,0.0
2798,MURENOHA8,No Mode,No Compute,-0.0794,-0.0844,-0.0779,0.0,0.0,0.0,0.0
2799,GANK,No Mode,No Compute,-0.0794,-0.0815,-0.0792,0.0,0.0,0.0,0.0
2800,RGG81_2,No Mode,No Compute,-0.0794,-0.0804,-0.0815,0.0,0.0,0.0,0.0
2801,DERA_M2,No Mode,No Compute,-0.0794,-0.0802,-0.082,0.0,0.0,0.0,0.0
